# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-13
---
'a'wei 阿魏
're'sou 热嗽
're'tan 热痰
're'tan'sou 热痰嗽
're'tan'zheng 热痰证
're'tang'shang'mu 热烫伤目
're'tu 热吐
're'tui'yin'shang'zheng 热退阴伤证
're'wei 热痿
're'wu'chen 热无沉
're'wu'fan're 热无犯热
're'xian 热涎
're'xian 热痫
're'xian'jue'yin'zheng 热陷厥阴证
're'xian'xin'bao'zheng 热陷心包证
're'xian'zhi'jue 热陷肢厥
're'xiao 热哮
're'xie 热泄
're'xie 热泻
're'xie 热邪
're'xie'chuan'li 热邪传里
're'xie'fan'fei'zheng 热邪犯肺证
're'xie'nei'yu'zheng 热邪内郁证
're'xie'pian'sheng'zheng 热邪偏盛证
're'xie'yong'fei'zheng 热邪壅肺证
're'xie'zu'fei 热邪阻肺
're'xin'tong 热心痛
're'yan 热眼
're'yan 热罨
're'ye'ti 热夜啼
're'yi 热翳
're'yin 热淫
're'yin'han'yong 热因寒用
're'yin're'yong 热因热用
're'yong 热痈
're'yong'fei'qiao'zheng 热壅肺窍证
're'you'tang'huo'shang 热油汤火伤
're'yu 热郁
're'yu'cheng'yong'zheng 热郁成痈证
're'yu'dan'fu'zheng 热郁胆腑证
're'yu'shao'yang'zheng 热郁少阳证
're'yu'wu'shi'jiu'xue 热俞五十九穴
're'yu'xiong'ge'zheng 热郁胸膈证
're'yu'xue'jie'zheng 热与血结证
're'yue 热越
're'yun 热晕
're'yun'da'chang'zheng 热蕴大肠证
're'yun'luo'yu'zheng 热蕴络瘀证
're'zai'fei'wei'zheng 热在肺卫证
're'zai'gu'sui 热在骨髓
're'zai'pi'fu 热在皮肤
're'zai'qi'fen'zheng 热在气分证
're'zai'xin'ying'xia'yi'xiao'chang'zheng 热在心营下移小肠证
're'zai'xin'ying'zheng 热在心营证
're'zai'xue'fen'zheng 热在血分证
're'zai'ying'xue'zheng 热在营血证
're'ze'ji'zhi 热则疾之
're'ze'qi'xie 热则气泄
're'zhang 热瘴
're'zhang 热胀
're'zhe'han'zhi 热者寒之
're'zheng 热证
're'zhong 热中
're'zhong'yu'feng'zheng 热重于风证
're'zhong'yu'shi 热重于湿
're'zhong'yu'shi'zheng 热重于湿证
're'zhou 热胕
're'zhuo'shen'yin 热灼肾阴
're'zhuo'xiong'ge'zheng 热灼胸膈证
're'zhuo'ying'yin'zheng 热灼营阴证
're'zhuo'zhen'yin'zheng 热灼真阴证
'ren'cun'tang'jing'yan'fang 仁存堂经验方
'ren'dong'teng 忍冬藤
'ren'fa 人发
'ren'qi 仁杞
'ren'shen 人参
'ren'shen'e'zu'bing 妊娠恶阻病
'ren'shen'fu'tong'bing 妊娠腹痛病
'ren'shen'ge'jie'san 人参蛤蚧散
'ren'shen'hu'tao'tang 人参胡桃汤
'ren'shen'lu 人参芦
'ren'shen'ye 人参叶
'ren'zhong'bai 人中白
'ri'bu'fa're 日哺发热
'rong'cheng 容成
'rong'zhu 容主
'rou'cong'rong 肉苁蓉
'rou'dou'kou 肉豆蔻
'rou'dou'mo 肉豆末
'rou'gan 柔肝
'rou'gui 肉桂
'rou'guo 肉果
'rou'jing 肉痉
'rou'liu'bing 肉瘤病
'rou'lun'feng're'zheng 肉轮风热证
'rou'lun'qi'xu'zheng 肉轮气虚证
'rou'lun're'zu'xue'yu'zheng 肉轮热阻血瘀证
'rou'lun'shi're'zheng 肉轮湿热证
'rou'ying 肉瘿
'rou'ying'bing 肉瘿病
'ru'ai'bing 乳癌病
'ru'chuang'bing 褥疮病
'ru'e 乳娥
'ru'e'bing 乳蛾病
'ru'fa'bing 乳发病
'ru'fang'bu'lou'zheng 乳房部漏证
'ru'he'bing 乳核病
'ru'ju 乳疽
'ru'ju'bing 乳疽病
'ru'lao'bing 乳痨病
'ru'li'bing 乳疬病
'ru'lou'bing 乳漏病
'ru'mi'niao'bing 乳糜尿病
'ru'nv'bing 乳衄病
'ru'pi'bing 乳癖病
'ru'qi 乳泣
'ru'shi'ji'zhi'zheng 乳食积滞证
'ru'shi'nei'ji'zheng 乳食内积证
'ru'shi'shang'wei'zheng 乳食伤胃证
'ru'shi'yong'ji'zheng 乳食壅积证
'ru'tou'feng'bing 乳头风病
'ru'tou'po'sui'bing 乳头破碎病
'ru'xiang 乳香
'ru'xie 濡泻
'ru'yong 乳痈
'ru'yong'bing 乳痈病
'ru'yun'bu'lou'zheng 乳晕部漏证
'ruan'jian 软坚
'ruan'jiao'wen 软脚瘟
'ruan'jiao'wen'bing 软脚瘟病
'ruan'jie'bing 软疖病
'rui'ren 蕤仁
'run'chang'tang 润肠汤
'run'chang'tong'bian 润畅通便
'run'chang'wan 润肠丸
'run'dan'tang 润胆汤
'run'fei 润肺
'run'fei'gao 润肺膏
'run'fei'hua'tan 润肺化痰
'run'fei'hua'yan'tang 润肺化炎汤
'run'fei'jiang'qi'tang 润肺降气汤
'run'fei'tang 润肺汤
'run'fei'wan 润肺丸
'run'fei'yin 润肺饮
'run'fei'zhi'ke 润肺止咳
'run'fei'zhi'sou'fang 润肺止嗽方
'run'gan'tang 润肝汤
'run'ji'gao 润肌膏
'run'shen'san 润神散
'run'tai 润苔
'run'xia 润下
'run'xia'ji 润下剂
'run'xia'wan 润下丸
'run'yang 润养
'run'zao 润燥
'run'zao'an'tai'tang 润燥安胎汤
'run'zao'fu'ni 润燥腐腻
'run'zao'hua'tan 润燥化痰
'run'zao'tang 润燥汤
'run'zao'tong'bian 润燥通便
'run'zao'xie'fei'tang 润燥泻肺汤
'run'ze'wan 润泽丸
'ruo'chong'bing 弱虫病
'ruo'ci'ji 弱刺激
'ruo'fa 挼法
'ruo'feng 弱风
'ruo'mai 弱脉
'ruo'shi 弱视
'ruo'zheng'hou'xuan 弱证喉癣
'sai'wei'an 赛胃安
'san'ao'tang 三拗汤
'san'bai'cao 三白草
'san'bu'jiu'hou 三部九侯
'san'cha'ku 三叉苦
'san'fen'san 三分三
'san'jia'fu'mai'tang 三甲复脉汤
'san'jiao 三焦
'san'jiao'bian'zheng 三焦辨证
'san'jiao'bing 三焦病
'san'jiao'cao 三角草
'san'jiao'shi're 三焦湿热
'san'jiao'xu'han 三焦虚寒
'san'jiao'yong'se'zheng 三焦壅塞证
'san'jiao'zhu'jue'du 三焦主决渎
'san'jie 散结
'san'ke'zhen 三颗针
'san'leng 三棱
'san'miao'wan 三妙丸
'san'pin 三品
'san'qi 三七
'san'qi 三期
'san'qi 散气
'san'qi'cao 三七草
'san'qi'fen 三七粉
'san'ren'tang 三仁汤
'san'shou'ping'diao 散收平调
'san'wu'bei'ji'wan 三物备急丸
'san'xiao 三消
'san'yang 三阳
'san'yang'he'bing 三阳合病
'san'yang'he'bing'zheng 三阳合病证
'san'ye'qing 三叶青
'san'yin 三因
'san'yin 三阴
'san'yin'san'yang 三阴三阳
'san'yu 散瘀
'san'zhi'qiang 三枝枪
'san'zi'yang'qin'tang 三子养亲汤
'sang'bai'pi 桑白皮
'sang'bai'pi'tang 桑白皮汤
'sang'chai'huo'hong'fa 桑柴火烘法
'sang'chen 桑臣
'sang'dan'xie'bai'tang 桑丹泻白汤
'sang'gen 桑根
'sang'gen'bai'pi 桑根白皮
'sang'gen'bai'pi'wan 桑根白皮丸
'sang'gen'pi 桑根皮
'sang'guo 桑果
'sang'huang 桑黄
'sang'huang'gu 桑黄菰
'sang'huang'ru 桑黄茹
'sang'ji'sheng 桑寄生
'sang'ji'sheng'san 桑寄生散
'sang'ji'sheng'wan 桑寄生丸
'sang'ju'gan'mao'pian 桑菊感冒片
'sang'ju'yin 桑菊饮
'sang'ma'wan 桑麻丸
'sang'mu'jiu 桑木灸
'sang'pi 桑皮
'sang'pi'san 桑皮散
'sang'pi'tang 桑皮汤
'sang'piao'xiao 桑螵蛸
'sang'piao'xiao'jiu'tiao'san 桑螵蛸酒调散
'sang'piao'xiao'san 桑螵蛸散
'sang'piao'xiao'tang 桑螵蛸汤
'sang'shang'ji'sheng 桑上寄生
'sang'shen 桑椹
'sang'shen'gao 桑椹膏
'sang'shen'zi 桑椹子
'sang'shi 桑实
'sang'tiao 桑条
'sang'xing'tang 桑杏汤
'sang'ye 桑叶
'sang'zao 桑枣
'sang'zhi 桑枝
'sang'zhi'jiu'fa 桑枝灸法
'se'chang'gu'tuo 涩肠固脱
'se'chang'gu'tuo'ji 涩肠固脱剂
'se'chang'zhi'xie 涩肠止泻
'se'ge'da 涩疙瘩
'se'ji 涩剂
'se'jing'zhi'yi'ji 涩精止遗剂
'se'ke'qu'tuo 涩可去脱
'se'mai 涩脉
'se'sha'teng 涩沙藤
'se'ye'teng 涩叶藤
'se'yi'nei'zhang 涩翳内障
'sha'du'shang'gong'zheng 痧毒上攻证
'sha'ji 沙棘
'sha'miao 莎苗
'sha'ren 砂仁
'sha'shen 沙参
'sha'shen'mai'dong'tang 沙参麦冬汤
'sha'tang 砂糖
'sha'yan'bing 沙眼病
'sha'yi'dao'ren 莎衣道人
'sha'yuan'zi 沙苑子
'sha'zao 沙枣
'sha'zao'ye 沙枣叶
'shai'bu'si 晒不死
'shai'gan 晒干
'shan'beng'zi 山崩子
'shan'cang'zi 山苍子
'shan'cha 山茶
'shan'chen'xiang 山沉香
'shan'ci'gu 山慈姑
'shan'ci'gu 山慈菇
'shan'cuo'yao'tong 闪挫腰痛
'shan'dan 山丹
'shan'dao'nian 山道年
'shan'die'xue'beng 闪跌血崩
'shan'dou'gen 山豆根
'shan'geng'cai 山梗菜
'shan'guan'fa 闪罐法
'shan'hai'luo 山海螺
'shan'ji'jiao 山鸡椒
'shan'jiang 山姜
'shan'long'yan 山龙眼
'shan'nai 山奈
'shan'nai 山柰
'shan'qi 疝气
'shan'qi'bing 疝气病
'shan'xiang 山香
'shan'yang'jiao 山羊角
'shan'yao 山药
'shan'yao'cha'qi 闪腰岔气
'shan'ye'kui 扇叶葵
'shan'yong 疝痈
'shan'yu'rou 山萸肉
'shan'zao 山枣
'shan'zha 山楂
'shan'zhi 山栀
'shan'zhi'cha 山栀茶
'shan'zhi'jia 山指甲
'shan'zhi'ma 山芝麻
'shan'zhi'pi 山栀皮
'shan'zhi'ren 山枝仁
'shan'zhong'ju'bing 膻中疽病
'shan'zhu'yu 山茱萸
'shang'bao'xia'chui'bing 上胞下垂病
'shang'e'yong'bing 上颚痈病
'shang'feng 伤风
'shang'feng'bi'se'bing 伤风鼻塞病
'shang'han'xia're 上寒下热
'shang'han'zheng'hou 伤寒证候
'shang'hou'fa're'bing 伤后发热病
'shang'hou'long'bi'bing 伤后癃闭病
'shang'jiao'bing 上焦病
'shang'jiao'shou'tai'yin'fei'jing 上焦手太阴肺经
'shang'jiao'zao're'zheng 上焦燥热证
'shang'jin 伤津
'shang'jin'bing 伤筋病
'shang'lu 商陆
'shang'luo'bian'xue'zheng 伤络便血证
'shang'qi'bu'zu'zheng 上气不足证
'shang'qiao 上窍
'shang're'xia'han 上热下寒
'shang're'xia'han'zheng 上热下寒证
'shang'ru'zheng 伤乳证
'shang'sheng'xia'xu 上盛下虚
'shang'sheng'xia'xu'zheng 上盛下虚证
'shang'shi 伤湿
'shang'shi 伤食
'shang'shi'tong'zheng 伤食痛证
'shang'shi'xia'xu 上实下虚
'shang'shi'zheng 伤食证
'shang'shu 伤暑
'shang'yang 伤阳
'shang'yang'zheng 伤阳证
'shang'yin'zheng 伤阴证
'shang'zhi 商枝
'shao'cun'xing 烧存性
'shao'fu 少腹
'shao'fu'ji'jie 少腹急结
'shao'fu'ju'bing 少腹疽病
'shao'fu'ju'ji 少腹拘急
'shao'fu'man 少腹满
'shao'fu'zhu'yu'tang 少腹逐瘀汤
'shao'huo'zhuang'huo 少火壮火
'shao'jiang 烧浆
'shao'pi'san 烧脾散
'shao'shan'huo 烧山火
'shao'shang 烧伤
'shao'shen'san 烧肾散
'shao'shi'liao'fa 烧蚀疗法
'shao'tan'cun'xing 烧炭存性
'shao'yang'ban'biao'ban'li'zheng 少阳半表半里证
'shao'yang'bing 少阳病
'shao'yang'jian'biao'ji'li'xu'shi'cuo'za'zheng 少阳兼表及里虚实错杂证
'shao'yang'jian'li'shi'zheng 少阳兼里实证
'shao'yang'jian'wei're'zheng 少阳兼胃热证
'shao'yang'qi'ji'wei'jie'zheng 少阳气机微结证
'shao'yang'zheng 少阳证
'shao'yao'tang 芍药汤
'shao'yin'bing 少阴病
'shao'yin'han'hua'zheng 少阴寒化证
'shao'yin'han'xie'fan'yan'zheng 少阴寒邪犯咽证
'shao'yin'jian'biao'zheng 少阴兼标证
'shao'yin'jian'yang'ming'zheng 少阴兼阳明证
'shao'yin'ke're'fan'yan'zheng 少阴客热犯咽证
'shao'yin're'hua'zheng 少阴热化证
'shao'yin're'yi'pang'guang'zheng 少阴热移膀胱证
'shao'yin're'zheng 少阴热证
'shao'yin'shang'jin'dong'xue'zheng 少阴伤津动血证
'shao'yin'tan'huo'jie'yan'zheng 少阴痰火结咽证
'shao'yin'xu'han'hua'tuo'zheng 少阴虚寒滑脱证
'shao'yin'xu'huo'fan'yan'zheng 少阴虚火犯咽证
'shao'yin'yan'tong'zheng 少阴咽痛证
'shao'yin'yang'xu'han'ning'zheng 少阴阳虚寒凝证
'shao'yin'yang'xu'hua'tuo'zheng 少阴阳虚滑脱证
'shao'yin'yang'xu'shui'fan'zheng 少阴阳虚水泛证
'shao'yin'yang'xu'yin'sheng'zheng 少阴阳虚阴盛证
'shao'yin'yang'yu'si'ni'zheng 少阴阳郁四逆证
'shao'yin'yin'sheng'dai'yang'zheng 少阴阴盛戴阳证
'shao'yin'yin'sheng'ge'yang'zheng 少阴阴盛格阳证
'shao'yin'yin'xu'huo'wang'zheng 少阴阴虚火旺证
'shao'yin'yin'xu'shui're'hu'jie'zheng 少阴阴虚水热互结证
'shao'yin'zheng 少阴证
'shao'zhen 烧针
'shao'zhen'wan 烧针丸
'shao'zhuo'jiu 烧灼灸
'she'ben 舌本
'she'chuan'chuang'bing 蛇串疮病
'she'chuang'zi 蛇床子
'she'dan 蛇胆
'she'dan'zhi 蛇胆汁
'she'du 蛇毒
'she'du'nei'gong'zheng 蛇毒内攻证
'she'du'shang'gong'zheng 蛇毒上攻证
'she'fu 射覆
'she'fu'ding'bing 蛇腹疔病
'she'gan 射干
'she'gan'dou'ling'tang 射干兜铃汤
'she'gan'ma'huang'tang 射干麻黄汤
'she'gan'san 射干散
'she'gan'shu'zhan'zi'tang 射干鼠粘子汤
'she'gan'tang 射干汤
'she'gan'wan 射干丸
'she'gan'xiao'du'yin 射干消毒饮
'she'gong'bing 射工病
'she'hong'fan'qing 舌红泛青
'she'jian 舌蹇
'she'juan 舌卷
'she'ling'chuang'bing 摄领疮病
'she'mei 蛇莓
'she'rou 蛇肉
'she'se'jiang 舌色绛
'she'tou'ding'bing 蛇头疔病
'she'tui 蛇蜕
'she'xia'luo'mai'nu'zhang 舌下络脉怒张
'she'xia'luo'mai'zi'hei 舌下络脉紫黑
'she'xiang 舌象
'she'xiang 麝香
'she'xiang'cao 射香草
'she'xiang'cao 麝香草
'she'yan'ding'bing 蛇眼疔病
'shen'ai 肾癌
'shen'ai'fan'hua'bing 肾癌翻花病
'shen'bu'li'shui 肾不利水
'shen'bu'na'qi 肾不纳气
'shen'bu'na'qi'zheng 肾不纳气证
'shen'bu'nuan'pi 肾不暖脾
'shen'bu'yang'gan 肾不养肝
'shen'bu'zhi'shui 肾不制水
'shen'cang'jing 肾藏精
'shen'chui 肾垂
'shen'dan 肾瘅
'shen'fu'tang 参附汤
'shen'guan 肾关
'shen'guang'xun 申光逊
'shen'hun 神昏
'shen'hun'bing 神昏病
'shen'jian'dong'qi 肾间动气
'shen'jiang 申姜
'shen'jin'cao 伸筋草
'shen'jing'bu'zu'zheng 肾精不足证
'shen'jing'kui'hao'zheng 肾精亏耗证
'shen'jing'kui'sun'zheng 肾精亏损证
'shen'jing'kui'xu'zheng 肾精亏虚证
'shen'jue 肾厥
'shen'kai'qiao'yu'er 肾开窍于耳
'shen'kai'qiao'yu'er'yin 肾开窍于二阴
'shen'kui'huo'wang 肾亏火旺
'shen'lao 神劳
'shen'lao 肾痨
'shen'ling'bai'zhu'san 参苓白术散
'shen'lu'yin 参芦饮
'shen'mai 申脉
'shen'ming 神明
'shen'ming'shi'zhi'zheng 神明失职证
'shen'nang'feng'bing 肾囊风病
'shen'qi 肾气
'shen'qi'bu'chong'zheng 肾气不充证
'shen'qi'bu'gu 肾气不固
'shen'qi'bu'gu'zheng 肾气不固证
'shen'qi'bu'she'zheng 肾气不摄证
'shen'qi'bu'zu'zheng 肾气不足证
'shen'qi'ke'li 参芪颗粒
'shen'qi'kui'xu'yang'xu'zheng 肾气亏虚阳虚证
'shen'qi'kui'xu'yin'xu'zheng 肾气亏虚阴虚证
'shen'qi'kui'xu'zheng 肾气亏虚证
'shen'qi'shuai'wei'zheng 肾气衰微证
'shen'qi'wan 肾气丸
'shen'qi'xu'zheng 肾气虚证
'shen'qu 神曲
'shen'sheng'sui 肾生髓
'shen'shou 申受
'shen'shuai 肾衰
'shen'shuai'bing 肾衰病
'shen'shui 肾水
'shen'shui'jiang'ku'bing 神水将枯病
'shen'su'fang 申苏方
'shen'su'yin 参苏饮
'shen'tong'nao 肾通脑
'shen'tong'zhu'yu'tang 身痛逐瘀汤
'shen'wei'qi'zhi'gen 肾为气之根
'shen'wei'shui'zang 肾为水脏
'shen'xi'bing'lei 肾系病类
'shen'xi'dan 神犀丹
'shen'xiang 申相
'shen'xu'bu'gu 肾虚不固
'shen'xu'bu'gu'yang'xu'zheng 肾虚不固阳虚证
'shen'xu'bu'gu'yin'xu'zheng 肾虚不固阴虚证
'shen'xu'bu'gu'zheng 肾虚不固证
'shen'xu'gan'kang'zheng 肾虚肝亢证
'shen'xu'gu'ruo'zheng 肾虚骨弱证
'shen'xu'han'ning'zheng 肾虚寒凝证
'shen'xu'han'shi'zheng 肾虚寒湿证
'shen'xu'han'tan'zheng 肾虚寒痰证
'shen'xu'hua'tuo'jing'guan'bu'gu'zheng 肾虚滑脱精关不固证
'shen'xu'hua'tuo'zheng 肾虚滑脱证
'shen'xu'huo'wang'zheng 肾虚火旺证
'shen'xu'jing'kui'zheng 肾虚精亏证
'shen'xu'nei're'zheng 肾虚内热证
'shen'xu'shi're'zheng 肾虚湿热证
'shen'xu'shi'yue'zheng 肾虚失约证
'shen'xu'shui'fan 肾虚水泛
'shen'xu'shui'fan'zheng 肾虚水泛证
'shen'xu'sui'jian'zheng 肾虚髓减证
'shen'xu'sui'kui'zheng 肾虚髓亏证
'shen'xu'sui're'zheng 肾虚髓热证
'shen'xu'xuan'yun 肾虚眩晕
'shen'xu'zheng 肾虚证
'shen'yang'bu'zu 肾阳不足
'shen'yang'bu'zu'qi'hua'wu'quan'zheng 肾阳不足气化无权证
'shen'yang'bu'zu'zheng 肾阳不足证
'shen'yang'kui'xu'zheng 肾阳亏虚证
'shen'yang'shuai'bei'zheng 肾阳衰惫证
'shen'yang'shuai'wei'zheng 肾阳衰微证
'shen'yang'xu 肾阳虚
'shen'yang'xu'shuai'zheng 肾阳虚衰证
'shen'yang'xu'shui'fan'zheng 肾阳虚水泛证
'shen'yang'xu'sun'zheng 肾阳虚损证
'shen'yang'xu'zheng 肾阳虚证
'shen'ye 肾液
'shen'yin 肾阴
'shen'yin'bu'zu 肾阴不足
'shen'yin'bu'zu'shui'ye'bu'li'zheng 肾阴不足水液不利证
'shen'yin'bu'zu'zheng 肾阴不足证
'shen'yin'hao'sun'zheng 肾阴耗损证
'shen'yin'kui'xu'zheng 肾阴亏虚证
'shen'yin'xu 肾阴虚
'shen'yin'xu'sun'zheng 肾阴虚损证
'shen'yin'xu'zheng 肾阴虚证
'shen'yin'yang'liang'xu'zheng 肾阴阳两虚证
'shen'yong 肾痈
'shen'yu'pang'guang'xiang'biao'li 肾与膀胱相表里
'shen'yuan'bu'zu'nei'feng'an'shan'zheng 肾元不足内风暗煽证
'shen'yuan'bu'zu'zheng 肾元不足证
'shen'yuan'kui'xu'xie'du'ting'ju'zheng 肾元亏虚邪毒停聚证
'shen'yuan'kui'xu'zheng 肾元亏虚证
'shen'zao 申枣
'shen'zhi'bu'ning 神志不宁
'shen'zhu 肾著
'shen'zhu'gu 肾主骨
'shen'zhu'shui 肾主水
'sheng'bai'shao 生白芍
'sheng'ban'she 生斑舌
'sheng'cao'yao'xing'bei'yao 生草药性备要
'sheng'che'long 生扯拢
'sheng'da'huang 生大黄
'sheng'deng 升登
'sheng'deng 生等
'sheng'di 生地
'sheng'di'ba'wu'tang 生地八物汤
'sheng'di'huang 生地黄
'sheng'di'huang'gao 生地黄膏
'sheng'di'huang'huang'lian'tang 生地黄黄连汤
'sheng'di'huang'jian 生地黄煎
'sheng'di'huang'san 生地黄散
'sheng'di'huang'tang 生地黄汤
'sheng'di'huang'wan 生地黄丸
'sheng'di'huang'yin'zi 生地黄饮子
'sheng'di'mai'dong'yin 生地麦冬饮
'sheng'di'yu 生地榆
'sheng'du'zhong 生杜仲
'sheng'fa'shen'xiao'hei'dou'gao 生发神效黑豆膏
'sheng'fa'zhi'qi 生发之气
'sheng'fu'san 生肤散
'sheng'fu'san 生附散
'sheng'fu'si'jun'zi'tang 生附四君子汤
'sheng'gan'di'huang'san 生干地黄散
'sheng'gan'di'huang'wan 生干地黄丸
'sheng'gong'san 圣功散
'sheng'gu'ya 生谷芽
'sheng'guan'zhong 生贯众
'sheng'hou'bu'ti 生后不啼
'sheng'hua 生化
'sheng'hua'bian 生化编
'sheng'hua'liu'he'tang 生化六和汤
'sheng'hua'tang 生化汤
'sheng'hua'zhi'yuan 生化之源
'sheng'huang'qi 生黄芪
'sheng'hui'fang 圣惠方
'sheng'hui'jing'jie'di'huang'tang 圣惠荆芥地黄汤
'sheng'ji'ba'bao'dan 生肌八宝丹
'sheng'ji'bai'yu'gao 生肌白玉膏
'sheng'ji'ding'tong 生肌定痛
'sheng'ji'ding'tong'san 生肌定痛散
'sheng'ji'fa 生肌法
'sheng'ji'gan'nong'san 生肌干脓散
'sheng'ji'jing 圣济经
'sheng'ji'san 生肌散
'sheng'ji'shou'kou 生肌收口
'sheng'ji'yu'hong'gao 生肌玉红膏
'sheng'ji'zong'lu 圣济总录
'sheng'jiang 生姜
'sheng'jiang'ban'xia'tang 生姜半夏汤
'sheng'jiang'gan'cao'tang 生姜甘草汤
'sheng'jiang'he'ji 升降合剂
'sheng'jiang'pi 生姜皮
'sheng'jiang'xie'xin'tang 生姜泻心汤
'sheng'jiang'yi 生姜衣
'sheng'jin 生津
'sheng'jin'ge'gen'tang 生津葛根汤
'sheng'jin'san 生筋散
'sheng'jin'si'wu'tang 生津四物汤
'sheng'jin'wan 生津丸
'sheng'jin'yang'xue'tang 生津养血汤
'sheng'jin'zhong'du 生金中毒
'sheng'juan'bai 生卷柏
'sheng'jun 生军
'sheng'li'yue'bian 生理约编
'sheng'liao'si'wu'tang 生料四物汤
'sheng'liu'huang'wan 生硫黄丸
'sheng'ma 升麻
'sheng'ma'ge'gen'tang 升麻葛根汤
'sheng'ma'huang 生麻黄
'sheng'mai'bu'jing'tang 生脉补精汤
'sheng'mai'san 生脉散
'sheng'mai'san'zhu'she'ye 生脉散注射液
'sheng'mai'yin 生脉饮
'sheng'nei'jin 生内金
'sheng'pu'huang 生蒲黄
'sheng'qi 生气
'sheng'qi'tong'tian'lun'pian 生气通天论篇
'sheng'qi'zhi'yuan 生气之源
'sheng'rong 生荣
'sheng'rou'du 生肉毒
'sheng'ru'dan 生乳丹
'sheng'shai'shen 生晒参
'sheng'shen'san 圣神散
'sheng'sheng'mei 圣生梅
'sheng'sheng'zi 生生子
'sheng'sheng'zi'yi'an 生生子医案
'sheng'shi'gao 生石膏
'sheng'shou'wu 生首乌
'sheng'shu'di 生熟地
'sheng'shu'di'huang'wan 生熟地黄丸
'sheng'shu'san'huang'tang 生熟三黄汤
'sheng'shu'yin'zi 生熟饮子
'sheng'sui'yu'lin'dan 生髓育麟丹
'sheng'tai 生胎
'sheng'tai 盛胎
'sheng'teng 生藤
'sheng'tie'luo'yin 生铁落饮
'sheng'wu'ce'ding'fa 生物测定法
'sheng'wu'jian'ding 生物检定
'sheng'xi'jiao'san 生犀角散
'sheng'xi'san 生犀散
'sheng'xi'yin 生犀饮
'sheng'xia'tu 生下吐
'sheng'xian'tang 升陷汤
'sheng'xue'bu'sui'tang 生血补髓汤
'sheng'xue'wan 生血丸
'sheng'xue'zhi'beng'tang 生血止崩汤
'sheng'yang 生阳
'sheng'yang'bu'qi 升阳补气
'sheng'yang'yi'wei'tang 升阳益胃汤
'sheng'yao 升药
'sheng'yao 生药
'sheng'yao'ku 生药库
'sheng'yao'ku'da'shi 生药库大使
'sheng'yao'ku'fu'shi 生药库副使
'sheng'yin'zhong'du 生银中毒
'sheng'yu'tang 圣愈汤
'sheng'zhang'hua'shou'cang 生长化收藏
'sheng'zhang'zhuang'lao'yi 生长壮老已
'sheng'zhi'ben 生之本
'sheng'zhi'dui'ru 生汁兑入
'sheng'zhi'zhi'jing 生殖之精
'sheng'zhu 生注
'sheng'zhu'san 圣术散
'shi'ba'fan 十八反
'shi'bai 石柏
'shi'bai'cai 石白菜
'shi'ban'xia 石半夏
'shi'bao 史宝
'shi'bi 湿痹
'shi'bu'wan 十补丸
'shi'bu'zhai'bu'xie'fang 世补斋不谢方
'shi'bu'zhai'yi'shu 世补斋医书
'shi'can 石蚕
'shi'cang'yong 石藏用
'shi'cao 蓍草
'shi'chang'lian 石昌琏
'shi'chang'pu 石菖蒲
'shi'cheng'tuo 石秤砣
'shi'chuan'pan 石穿盘
'shi'chuang'bing 湿疮病
'shi'chun 石莼
'shi'cong'rong'lun'pian 示从容论篇
'shi'da'chuan 石打穿
'shi'da'gong'lao 十大功劳
'shi'da'gong'lao'ye 十大功劳叶
'shi'dan 石胆
'shi'di 柿蒂
'shi'dian 史典
'shi'diao'lan 石吊兰
'shi'ding 石丁
'shi'dou 石豆
'shi'du'jin'yin'zheng 湿毒浸淫证
'shi'du'yun'fu'zheng 湿毒蕴肤证
'shi'du'yun'jie'zheng 湿毒蕴结证
'shi'du'zheng 湿毒证
'shi'du'zhong'zu'zheng 湿毒中阻证
'shi'e 石蛾
'shi'e're'fu'zheng 湿遏热伏证
'shi'e'wei'yang'zheng 湿遏卫阳证
'shi'er 石耳
'shi'er'guan 十二官
'shi'er'jie 十二节
'shi'fang'feng 石防风
'shi'feng'zi 石峰子
'shi'fu 石芾
'shi'fu'bing 时复病
'shi'gan'lan 石橄榄
'shi'gao 石膏
'shi'gao'cong'bai'tang 石膏葱白汤
'shi'gao'lu'he'tang 石膏六合汤
'shi'gao'san 石膏散
'shi'gao'tang 石膏汤
'shi'gao'xie'bai'san 石膏泻白散
'shi'gao'zhi'mu'tang 石膏知母汤
'shi'gong'ji 石公集
'shi'gua'zi 石瓜子
'shi'guan 石关
'shi'guan'bi 食管痹
'shi'guan'dan 食管瘅
'shi'guo'gong'jin'jiu'fang 史国公浸酒方
'shi'guo'gong'yao'jiu 史国公药酒
'shi'guo'xin 史国信
'shi'han'wen 适寒温
'shi'han'yu 石涵玉
'shi'he'ye 石荷叶
'shi'he'zheng 失合症
'shi'hou'zi 石猴子
'shi'hu 石斛
'shi'hu'jiao 石胡椒
'shi'hu'niu'xi'tang 石斛牛膝汤
'shi'hu'piao 石胡莩
'shi'hu'qing'wei'san 石斛清胃散
'shi'hu'ye'guang'wan 石斛夜光丸
'shi'hua 湿化
'shi'hua 石花
'shi'hua'cai 石花菜
'shi'huang 石黄
'shi'hui 石灰
'shi'hui'cao 石灰草
'shi'hui'hua 石灰华
'shi'hui'san 十灰散
'shi'huo 湿火
'shi'huo'chi'sheng'zheng 湿火炽盛证
